v8-version,3,32,7,0,0
code-creation,Stub,11,0x16d1dd60,188,"BinaryOpICStub(MOD:Smi*4->Smi)"
code-creation,Stub,11,0x16d1de20,188,"BinaryOpICStub(MOD_ReuseLeft:Smi*4->Smi)"
code-creation,Stub,11,0x16d1dee0,188,"BinaryOpICStub(MOD:Smi*8->Smi)"
code-creation,Stub,11,0x16d1dfa0,188,"BinaryOpICStub(MOD_ReuseLeft:Smi*16->Smi)"
code-creation,Stub,11,0x16d1e060,188,"BinaryOpICStub(MOD:Smi*32->Smi)"
code-creation,Stub,11,0x16d1e120,196,"BinaryOpICStub(MOD:Smi*2048->Smi)"
code-creation,Stub,2,0x16d1e200,213,"JSEntryStub"
code-creation,Stub,2,0x16d1e2e0,213,"JSConstructEntryStub"
code-creation,Builtin,4,0x16d1e3c0,77,"Illegal"
code-creation,Builtin,4,0x16d1e420,77,"EmptyFunction"
code-creation,Builtin,4,0x16d1e480,77,"ArrayPush"
code-creation,Builtin,4,0x16d1e4e0,77,"ArrayPop"
code-creation,Builtin,4,0x16d1e540,77,"ArrayShift"
code-creation,Builtin,4,0x16d1e5a0,77,"ArrayUnshift"
code-creation,Builtin,4,0x16d1e600,77,"ArraySlice"
code-creation,Builtin,4,0x16d1e660,77,"ArraySplice"
code-creation,Builtin,4,0x16d1e6c0,77,"ArrayConcat"
code-creation,Builtin,4,0x16d1e720,80,"HandleApiCall"
code-creation,Builtin,4,0x16d1e780,80,"HandleApiCallConstruct"
code-creation,Builtin,4,0x16d1e7e0,77,"HandleApiCallAsFunction"
code-creation,Builtin,4,0x16d1e840,77,"HandleApiCallAsConstructor"
code-creation,Builtin,4,0x16d1e8a0,77,"StrictModePoisonPill"
code-creation,Builtin,4,0x16d1e900,77,"GeneratorPoisonPill"
code-creation,Builtin,4,0x16d1e960,226,"ArgumentsAdaptorTrampoline"
code-creation,Builtin,4,0x16d1ea60,118,"InOptimizationQueue"
code-creation,Builtin,4,0x16d1eae0,523,"JSConstructStubGeneric"
code-creation,Builtin,4,0x16d1ed00,407,"JSConstructStubApi"
code-creation,Builtin,4,0x16d1eea0,153,"JSEntryTrampoline"
code-creation,Stub,2,0x16d1ef40,146,"CallConstructStub"
code-creation,Builtin,4,0x16d1efe0,131,"JSConstructEntryTrampoline"
code-creation,Builtin,4,0x16d1f080,99,"CompileLazy"
code-creation,Builtin,4,0x16d1f100,104,"CompileOptimized"
code-creation,Builtin,4,0x16d1f180,104,"CompileOptimizedConcurrent"
code-creation,Builtin,4,0x16d1f200,140,"NotifyDeoptimized"
code-creation,Builtin,4,0x16d1f2a0,140,"NotifySoftDeoptimized"
code-creation,Builtin,4,0x16d1f340,140,"NotifyLazyDeoptimized"
code-creation,Builtin,4,0x16d1f3e0,94,"NotifyStubFailure"
code-creation,Builtin,4,0x16d1f440,94,"NotifyStubFailureSaveDoubles"
code-creation,Builtin,4,0x16d1f4a0,83,"LoadIC_Miss"
code-creation,Builtin,4,0x16d1f500,83,"KeyedLoadIC_Miss"
code-creation,Builtin,4,0x16d1f560,84,"StoreIC_Miss"
code-creation,Builtin,4,0x16d1f5c0,84,"KeyedStoreIC_Miss"
code-creation,Builtin,6,0x16d1f620,80,"LoadIC_Getter_ForDeopt"
code-creation,Builtin,7,0x16d1f680,83,"KeyedLoadIC_Initialize"
code-creation,Builtin,7,0x16d1f6e0,83,"KeyedLoadIC_PreMonomorphic"
code-creation,Stub,2,0x16d1f740,740,"NameDictionaryLookupStub"
code-creation,Builtin,7,0x16d1fa40,880,"KeyedLoadIC_Generic"
code-creation,Builtin,9,0x16d1fdc0,82,"StoreIC_Setter_ForDeopt"
code-creation,Builtin,10,0x16d1fe20,84,"KeyedStoreIC_Initialize"
code-creation,Builtin,10,0x16d1fe80,84,"KeyedStoreIC_PreMonomorphic"
code-creation,Stub,2,0x16d1fee0,1453,"RecordWriteStub"
code-creation,Stub,2,0x16d204a0,1433,"RecordWriteStub"
code-creation,Stub,2,0x16d20a40,611,"RecordWriteStub"
code-creation,Stub,2,0x16d20cc0,1437,"RecordWriteStub"
code-creation,Stub,2,0x16d21260,1428,"RecordWriteStub"
code-creation,Builtin,10,0x16d21800,2617,"KeyedStoreIC_Megamorphic"
code-creation,Builtin,10,0x16d22240,86,"KeyedStoreIC_Generic"
code-creation,Builtin,10,0x16d222a0,84,"KeyedStoreIC_Initialize_Strict"
code-creation,Builtin,10,0x16d22300,84,"KeyedStoreIC_PreMonomorphic_Strict"
code-creation,Builtin,10,0x16d22360,2617,"KeyedStoreIC_Megamorphic_Strict"
code-creation,Builtin,10,0x16d22da0,86,"KeyedStoreIC_Generic_Strict"
code-creation,Stub,2,0x16d22e00,1425,"RecordWriteStub"
code-creation,Builtin,10,0x16d233a0,286,"KeyedStoreIC_SloppyArguments"
code-creation,Builtin,4,0x16d234c0,359,"FunctionCall"
code-creation,Builtin,4,0x16d23640,370,"FunctionApply"
code-creation,Stub,2,0x16d237c0,249,"InternalArrayNoArgumentConstructorStub"
code-creation,Stub,2,0x16d238c0,394,"InternalArraySingleArgumentConstructorStub"
code-creation,Stub,2,0x16d23a60,330,"InternalArrayNArgumentsConstructorStub"
code-creation,Stub,2,0x16d23bc0,249,"InternalArrayNoArgumentConstructorStub"
code-creation,Stub,2,0x16d23cc0,394,"InternalArraySingleArgumentConstructorStub"
code-creation,Stub,2,0x16d23e60,330,"InternalArrayNArgumentsConstructorStub"
code-creation,Stub,2,0x16d23fc0,166,"InternalArrayConstructorStub"
code-creation,Builtin,4,0x16d24080,78,"InternalArrayCode"
code-creation,Stub,2,0x16d240e0,494,"ArrayConstructorStub_Any"
code-creation,Builtin,4,0x16d242e0,83,"ArrayCode"
code-creation,Builtin,4,0x16d24340,349,"StringConstructCode"
code-creation,Builtin,4,0x16d244a0,117,"OnStackReplacement"
code-creation,Builtin,4,0x16d24520,76,"InterruptCheck"
code-creation,Builtin,4,0x16d24580,102,"OsrAfterStackCheck"
code-creation,Builtin,4,0x16d24600,76,"StackCheck"
code-creation,Builtin,4,0x16d24660,115,"MarkCodeAsExecutedOnce"
code-creation,Builtin,4,0x16d246e0,109,"MarkCodeAsExecutedTwice"
code-creation,Builtin,4,0x16d24760,109,"MakeQuadragenarianCodeYoungAgainOddMarking"
code-creation,Builtin,4,0x16d247e0,109,"MakeQuadragenarianCodeYoungAgainEvenMarking"
code-creation,Builtin,4,0x16d24860,109,"MakeQuinquagenarianCodeYoungAgainOddMarking"
code-creation,Builtin,4,0x16d248e0,109,"MakeQuinquagenarianCodeYoungAgainEvenMarking"
code-creation,Builtin,4,0x16d24960,109,"MakeSexagenarianCodeYoungAgainOddMarking"
code-creation,Builtin,4,0x16d249e0,109,"MakeSexagenarianCodeYoungAgainEvenMarking"
code-creation,Builtin,4,0x16d24a60,109,"MakeSeptuagenarianCodeYoungAgainOddMarking"
code-creation,Builtin,4,0x16d24ae0,109,"MakeSeptuagenarianCodeYoungAgainEvenMarking"
code-creation,Builtin,4,0x16d24b60,109,"MakeOctogenarianCodeYoungAgainOddMarking"
code-creation,Builtin,4,0x16d24be0,109,"MakeOctogenarianCodeYoungAgainEvenMarking"
code-creation,Builtin,3,0x16d24c60,83,"LoadIC_Slow"
code-creation,Builtin,3,0x16d24cc0,83,"KeyedLoadIC_Slow"
code-creation,Builtin,3,0x16d24d20,84,"StoreIC_Slow"
code-creation,Builtin,3,0x16d24d80,84,"KeyedStoreIC_Slow"
code-creation,Stub,2,0x16d24de0,740,"NameDictionaryLookupStub"
code-creation,Builtin,3,0x16d250e0,227,"LoadIC_Normal"
code-creation,Stub,2,0x16d251e0,740,"NameDictionaryLookupStub"
code-creation,Stub,2,0x16d254e0,1433,"RecordWriteStub"
code-creation,Builtin,3,0x16d25a80,275,"StoreIC_Normal"
code-creation,Builtin,4,0x16d25ba0,107,"Return_DebugBreak"
code-creation,Builtin,4,0x16d25c20,104,"CallFunctionStub_DebugBreak"
code-creation,Builtin,4,0x16d25ca0,110,"CallConstructStub_DebugBreak"
code-creation,Builtin,4,0x16d25d20,114,"CallConstructStub_Recording_DebugBreak"
code-creation,Builtin,8,0x16d25da0,106,"CallICStub_DebugBreak"
code-creation,Builtin,6,0x16d25e20,106,"LoadIC_DebugBreak"
code-creation,Builtin,7,0x16d25ea0,106,"KeyedLoadIC_DebugBreak"
code-creation,Builtin,9,0x16d25f20,108,"StoreIC_DebugBreak"
code-creation,Builtin,10,0x16d25fa0,108,"KeyedStoreIC_DebugBreak"
code-creation,Builtin,13,0x16d26020,104,"CompareNilIC_DebugBreak"
code-creation,Builtin,4,0x16d260a0,105,"Slot_DebugBreak"
code-creation,Builtin,4,0x16d26120,65,"PlainReturn_LiveEdit"
code-creation,Builtin,4,0x16d26180,93,"FrameDropper_LiveEdit"
code-creation,Stub,13,0x16d261e0,93,"CompareNilICStub(NullValue)(None)"
code-creation,LoadInitialize,6,0x16d26240,83,"args_count: 0"
code-creation,Stub,2,0x16d262a0,190,"CallFunctionStub_Args1"
code-creation,Stub,2,0x16d26360,190,"CallFunctionStub_Args2"
code-disable-optimization,"EQUALS","Call to a JavaScript runtime function"
code-creation,Function,0,0x16d26420,2536,"EQUALS native runtime.js:9:16",0x7215d60,
code-creation,Function,0,0x16d26e20,436,"STRICT_EQUALS native runtime.js:56:23",0x7215dec,~
code-creation,Stub,2,0x16d26fe0,216,"StringCompareStub"
code-creation,Stub,12,0x16d270c0,104,"CompareICStub"
code-disable-optimization,"COMPARE","Call to a JavaScript runtime function"
code-creation,Function,0,0x16d27140,1172,"COMPARE native runtime.js:67:17",0x7215e8c,
code-creation,Stub,2,0x16d275e0,786,"StringAddStub_CheckBoth"
code-disable-optimization,"ADD","Call to a JavaScript runtime function"
code-creation,Function,0,0x16d27900,804,"ADD native runtime.js:99:13",0x7215fa4,
code-creation,Stub,12,0x16d27c40,104,"CompareICStub"
code-creation,Stub,2,0x16d27cc0,172,"DoubleToIStub"
code-creation,Stub,2,0x16d27d80,430,"NumberToStringStub"
code-disable-optimization,"STRING_ADD_LEFT","Call to a JavaScript runtime function"
code-creation,Function,0,0x16d27f40,648,"STRING_ADD_LEFT native runtime.js:112:25",0x7216084,
code-disable-optimization,"STRING_ADD_RIGHT","Call to a JavaScript runtime function"
code-creation,Function,0,0x16d281e0,660,"STRING_ADD_RIGHT native runtime.js:124:26",0x7216114,
code-disable-optimization,"SUB","Call to a JavaScript runtime function"
code-creation,Function,0,0x16d28480,344,"SUB native runtime.js:137:13",0x72161a4,
code-disable-optimization,"MUL","Call to a JavaScript runtime function"
code-creation,Function,0,0x16d285e0,344,"MUL native runtime.js:142:13",0x7216234,
code-disable-optimization,"DIV","Call to a JavaScript runtime function"
code-creation,Function,0,0x16d28740,344,"DIV native runtime.js:147:13",0x72162c4,
code-disable-optimization,"MOD","Call to a JavaScript runtime function"
code-creation,Function,0,0x16d288a0,344,"MOD native runtime.js:152:13",0x7216354,
code-disable-optimization,"BIT_OR","Call to a JavaScript runtime function"
code-creation,Function,0,0x16d28a00,344,"BIT_OR native runtime.js:157:16",0x72163e4,
code-disable-optimization,"BIT_AND","Call to a JavaScript runtime function"
code-creation,Function,0,0x16d28b60,508,"BIT_AND native runtime.js:162:17",0x7216474,
code-disable-optimization,"BIT_XOR","Call to a JavaScript runtime function"
code-creation,Function,0,0x16d28d60,344,"BIT_XOR native runtime.js:174:17",0x7216504,
code-disable-optimization,"SHL","Call to a JavaScript runtime function"
code-creation,Function,0,0x16d28ec0,344,"SHL native runtime.js:179:13",0x7216594,
code-disable-optimization,"SAR","Call to a JavaScript runtime function"
code-creation,Function,0,0x16d29020,508,"SAR native runtime.js:184:13",0x7216624,
code-disable-optimization,"SHR","Call to a JavaScript runtime function"
code-creation,Function,0,0x16d29220,344,"SHR native runtime.js:196:13",0x72166b4,
code-disable-optimization,"DELETE","Call to a JavaScript runtime function"
code-creation,Function,0,0x16d29380,236,"DELETE native runtime.js:201:16",0x7216744,
code-creation,Stub,2,0x16d29480,952,"FastCloneShallowArrayStub"
code-creation,Stub,2,0x16d29840,1448,"RecordWriteStub"
code-creation,Stub,2,0x16d29e00,255,"StoreArrayLiteralElementStub"
code-creation,Stub,14,0x16d29f00,93,"ToBooleanStub(None)"
code-creation,Stub,12,0x16d29f60,104,"CompareICStub"
code-disable-optimization,"IN","Call to a JavaScript runtime function"
code-creation,Function,0,0x16d29fe0,528,"IN native runtime.js:204:12",0x7216814,
code-disable-optimization,"INSTANCE_OF","Call to a JavaScript runtime function"
code-creation,Function,0,0x16d2a200,692,"INSTANCE_OF native runtime.js:216:21",0x72168cc,
code-disable-optimization,"FILTER_KEY","Call to a JavaScript runtime function"
code-creation,Function,0,0x16d2a4c0,224,"FILTER_KEY native runtime.js:234:20",0x721695c,
code-creation,Stub,2,0x16d2a5a0,350,"ArgumentsAccessStub_NewSloppyFast"
code-disable-optimization,"CALL_NON_FUNCTION","Call to a JavaScript runtime function"
code-creation,Function,0,0x16d2a700,376,"CALL_NON_FUNCTION native runtime.js:239:27",0x72169fc,
code-disable-optimization,"CALL_NON_FUNCTION_AS_CONSTRUCTOR","Call to a JavaScript runtime function"
code-creation,Function,0,0x16d2a880,376,"CALL_NON_FUNCTION_AS_CONSTRUCTOR native runtime.js:246:42",0x7216a9c,
code-creation,Stub,2,0x16d2aa00,130,"ArgumentsAccessStub_ReadElement"
code-creation,Function,0,0x16d2aaa0,252,"CALL_FUNCTION_PROXY native runtime.js:253:29",0x7216b34,~
code-creation,Function,0,0x16d2aba0,224,"CALL_FUNCTION_PROXY_AS_CONSTRUCTOR native runtime.js:259:44",0x7216bc8,~
code-creation,Stub,12,0x16d2ac80,104,"CompareICStub"
code-creation,Stub,12,0x16d2ad00,104,"CompareICStub"
code-disable-optimization,"APPLY_PREPARE","Call to a JavaScript runtime function"
code-creation,Function,0,0x16d2ad80,1144,"APPLY_PREPARE native runtime.js:264:23",0x7216c88,
code-disable-optimization,"STACK_OVERFLOW","Call to a JavaScript runtime function"
code-creation,Function,0,0x16d2b200,212,"STACK_OVERFLOW native runtime.js:286:24",0x7216d24,
code-disable-optimization,"TO_OBJECT","Call to a JavaScript runtime function"
code-creation,Function,0,0x16d2b2e0,176,"TO_OBJECT native runtime.js:289:19",0x7216dac,
code-disable-optimization,"TO_NUMBER","Call to a JavaScript runtime function"
code-creation,Function,0,0x16d2b3a0,176,"TO_NUMBER native runtime.js:292:19",0x7216e34,
code-disable-optimization,"TO_STRING","Call to a JavaScript runtime function"
code-creation,Function,0,0x16d2b460,176,"TO_STRING native runtime.js:295:19",0x7216ebc,
code-creation,LoadInitialize,6,0x16d2b520,83,"args_count: 0"
code-creation,Stub,2,0x16d2b580,1428,"RecordWriteStub"
code-creation,Stub,8,0x16d2bb20,404,"CallICStub(args(2), FUNCTION, "
code-disable-optimization,"ToPrimitive","Call to a JavaScript runtime function"
code-creation,Function,0,0x16d2bcc0,772,"ToPrimitive native runtime.js:298:21",0x7216f74,
code-creation,Function,0,0x16d2bfe0,520,"ToBoolean native runtime.js:305:19",0x7217000,~
code-creation,Stub,8,0x16d2c200,404,"CallICStub(args(1), FUNCTION, "
code-disable-optimization,"ToNumber","Call to a JavaScript runtime function"
code-creation,Function,0,0x16d2c3a0,680,"ToNumber native runtime.js:312:18",0x72170b8,
code-disable-optimization,"NonNumberToNumber","Call to a JavaScript runtime function"
code-creation,Function,0,0x16d2c660,628,"NonNumberToNumber native runtime.js:323:27",0x7217170,
code-disable-optimization,"ToString","Call to a JavaScript runtime function"
code-creation,Function,0,0x16d2c8e0,620,"ToString native runtime.js:333:18",0x721720c,
code-disable-optimization,"NonStringToString","Call to a JavaScript runtime function"
code-creation,Function,0,0x16d2cb60,560,"NonStringToString native runtime.js:341:27",0x72172a8,
code-disable-optimization,"ToName","Call to a JavaScript runtime function"
code-creation,Function,0,0x16d2cda0,224,"ToName native runtime.js:348:16",0x7217334,
code-creation,Stub,2,0x16d2ce80,347,"CallConstructStub_Recording"
code-disable-optimization,"ToObject","Call to a JavaScript runtime function"
code-creation,Function,0,0x16d2cfe0,636,"ToObject native runtime.js:351:18",0x72173f0,
code-creation,Function,0,0x16d2d260,220,"ToInteger native runtime.js:361:19",0x7217494,~
code-creation,Function,0,0x16d2d340,316,"ToLength native runtime.js:365:18",0x7217538,~
code-creation,Function,0,0x16d2d480,260,"ToUint32 native runtime.js:370:18",0x72175dc,~
code-creation,Function,0,0x16d2d5a0,220,"ToInt32 native runtime.js:374:17",0x7217680,~
code-creation,Function,0,0x16d2d680,664,"SameValue native runtime.js:378:19",0x7217710,~
code-creation,Function,0,0x16d2d920,436,"SameValueZero native runtime.js:388:23",0x72177a0,~
code-creation,Function,0,0x16d2dae0,184,"IsPrimitive native runtime.js:395:21",0x721782c,~
code-creation,Function,0,0x16d2dba0,332,"IsConcatSpreadable native runtime.js:398:28",0x72178d4,~
code-disable-optimization,"DefaultNumber","Call to a JavaScript runtime function"
code-creation,Function,0,0x16d2dd00,968,"DefaultNumber native runtime.js:404:23",0x7217980,
code-disable-optimization,"DefaultString","Call to a JavaScript runtime function"
code-creation,Function,0,0x16d2e0e0,968,"DefaultString native runtime.js:419:23",0x7217a2c,
code-creation,Function,0,0x16d2e4c0,332,"ToPositiveInteger native runtime.js:434:27",0x7217adc,~
code-creation,Script,0,0x16d2e620,556,"native runtime.js",0x7217d28,~
code-creation,LoadPreMonomorphic,6,0x16d2e860,83,"args_count: 0"
code-creation,LoadPreMonomorphic,6,0x16d2e8c0,83,"args_count: 0"
code-creation,Function,0,0x16d2e920,568,"InstallFunctions native v8natives.js:4:26",0x7218694,~
code-creation,Function,0,0x16d2eb60,216,"InstallGetter native v8natives.js:18:23",0x7218728,~
code-creation,Function,0,0x16d2ec40,272,"InstallGetterSetter native v8natives.js:24:29",0x72187c0,~
code-creation,Function,0,0x16d2ed60,520,"InstallConstants native v8natives.js:33:26",0x7218860,~
code-creation,Stub,2,0x16d2ef80,151,"ToNumberStub"
code-creation,Function,0,0x16d2f020,840,"SetUpLockedPrototype native v8natives.js:45:30",0x7218908,~
code-creation,Function,0,0x16d2f380,332,"GlobalIsNaN native v8natives.js:67:21",0x72189ac,~
code-creation,Function,0,0x16d2f4e0,448,"GlobalIsFinite native v8natives.js:71:24",0x7218a50,~
code-creation,Stub,12,0x16d2f6a0,104,"CompareICStub"
code-creation,Function,0,0x16d2f720,1084,"GlobalParseInt native v8natives.js:75:24",0x7218afc,~
code-creation,Function,0,0x16d2fb60,304,"GlobalParseFloat native v8natives.js:98:26",0x7218ba0,~
code-creation,Function,0,0x16d2fca0,400,"GlobalEval native v8natives.js:103:20",0x7218c34,~
code-creation,Stub,8,0x16d2fe40,404,"CallICStub(args(10), FUNCTION, "
code-creation,Stub,8,0x16d2ffe0,404,"CallICStub(args(3), FUNCTION, "
code-creation,Function,0,0x16d30180,476,"SetUpGlobal native v8natives.js:110:21",0x7218cdc,~
code-creation,Function,0,0x16d30360,416,"NoSideEffectsObjectToString native v8natives.js:126:37",0x7218d7c,~
code-creation,Stub,8,0x16d30500,485,"CallICStub(args(0), METHOD, "
code-creation,Function,0,0x16d30700,332,"ObjectToLocaleString native v8natives.js:131:30",0x7218e30,~
code-creation,Function,0,0x16d30860,172,"ObjectValueOf native v8natives.js:135:23",0x7218ed0,~
code-creation,Stub,8,0x16d30920,404,"CallICStub(args(4), FUNCTION, "
code-creation,Function,0,0x16d30ac0,520,"ObjectHasOwnProperty native v8natives.js:138:30",0x7218f84,~
code-creation,Function,0,0x16d30ce0,368,"ObjectIsPrototypeOf native v8natives.js:146:29",0x7219038,~
code-creation,Function,0,0x16d30e60,488,"ObjectPropertyIsEnumerable native v8natives.js:151:36",0x72190f0,~
code-creation,Stub,8,0x16d31060,488,"CallICStub(args(1), METHOD, "
code-creation,Function,0,0x16d31260,752,"ObjectDefineGetter native v8natives.js:160:28",0x72191bc,~
code-creation,Function,0,0x16d31560,352,"ObjectLookupGetter native v8natives.js:175:28",0x7219268,~
code-creation,Function,0,0x16d316c0,752,"ObjectDefineSetter native v8natives.js:182:28",0x7219334,~
code-creation,Function,0,0x16d319c0,352,"ObjectLookupSetter native v8natives.js:197:28",0x72193e0,~
code-creation,Function,0,0x16d31b20,392,"ObjectKeys native v8natives.js:204:20",0x7219494,~
code-creation,Function,0,0x16d31cc0,284,"IsAccessorDescriptor native v8natives.js:213:30",0x721953c,~
code-creation,Function,0,0x16d31de0,284,"IsDataDescriptor native v8natives.js:217:26",0x72195e4,~
code-creation,Function,0,0x16d31f00,296,"IsGenericDescriptor native v8natives.js:221:29",0x721968c,~
code-creation,Function,0,0x16d32040,236,"IsInconsistentDescriptor native v8natives.js:225:34",0x7219734,~
code-creation,StoreInitialize,9,0x16d32140,84,"args_count: 0"
code-creation,Function,0,0x16d321a0,744,"FromPropertyDescriptor native v8natives.js:228:32",0x7219848,~
code-creation,Function,0,0x16d324a0,964,"FromGenericPropertyDescriptor native v8natives.js:241:39",0x7219920,~
code-creation,Function,0,0x16d32880,1664,"ToPropertyDescriptor native v8natives.js:264:30",0x7219a48,~
code-creation,Function,0,0x16d32f00,924,"ToCompletePropertyDescriptor native v8natives.js:300:38",0x7219b28,~
code-creation,Function,0,0x16d332a0,356,"PropertyDescriptor native v8natives.js:313:28",0x7219bb0,~
code-creation,Function,0,0x16d33420,612,"ConvertDescriptorArrayToDescriptor native v8natives.js:405:44",0x7219c70,~
code-creation,Function,0,0x16d336a0,584,"GetTrap native v8natives.js:421:17",0x7219d44,~
code-creation,Function,0,0x16d33900,268,"CallTrap0 native v8natives.js:433:19",0x7219df0,~
code-creation,Function,0,0x16d33a20,268,"CallTrap1 native v8natives.js:436:19",0x7219ea0,~
code-creation,Function,0,0x16d33b40,272,"CallTrap2 native v8natives.js:439:19",0x7219f54,~
code-creation,Function,0,0x16d33c60,860,"GetOwnPropertyJS native v8natives.js:442:26",0x721a038,~
code-creation,Function,0,0x16d33fc0,444,"Delete native v8natives.js:460:16",0x721a100,~
code-creation,Stub,8,0x16d34180,404,"CallICStub(args(5), FUNCTION, "
code-creation,Function,0,0x16d34320,500,"DefineProxyProperty native v8natives.js:472:29",0x721a1d0,~
code-creation,Function,0,0x16d34520,6020,"DefineObjectProperty native v8natives.js:486:30",0x721a48c,~
code-creation,Function,0,0x16d35cc0,3152,"DefineArrayProperty native v8natives.js:616:29",0x721a628,~
code-creation,Function,0,0x16d36920,504,"DefineOwnProperty native v8natives.js:706:27",0x721a6e8,~
code-creation,Function,0,0x16d36b20,272,"ObjectGetPrototypeOf native v8natives.js:717:30",0x721a79c,~
code-creation,Function,0,0x16d36c40,528,"ObjectSetPrototypeOf native v8natives.js:723:30",0x721a868,~
code-creation,Function,0,0x16d36e60,348,"ObjectGetOwnPropertyDescriptor native v8natives.js:733:40",0x721a92c,~
code-creation,Stub,2,0x16d36fc0,298,"FastCloneShallowObjectStub"
code-creation,Function,0,0x16d37100,980,"ToNameArray native v8natives.js:741:21",0x721aa64,~
code-creation,Function,0,0x16d374e0,1636,"ObjectGetOwnPropertyKeys native v8natives.js:762:34",0x721ab48,~
code-creation,Function,0,0x16d37b60,408,"ObjectGetOwnPropertyNames native v8natives.js:811:35",0x721ac00,~
code-creation,Function,0,0x16d37d00,440,"ObjectCreate native v8natives.js:820:22",0x721acc0,~
code-creation,Function,0,0x16d37ec0,1004,"ObjectDefineProperty native v8natives.js:829:30",0x721ada0,~
code-creation,Function,0,0x16d382c0,1044,"GetOwnEnumerablePropertyNames native v8natives.js:846:39",0x721ae70,~
code-creation,Function,0,0x16d386e0,904,"ObjectDefineProperties native v8natives.js:864:32",0x721af50,~
code-creation,Stub,8,0x16d38a80,488,"CallICStub(args(3), METHOD, "
code-creation,Function,0,0x16d38c80,792,"ProxyFix native v8natives.js:879:18",0x721b058,~
code-creation,Function,0,0x16d38fa0,924,"ObjectSealJS native v8natives.js:901:22",0x721b138,~
code-creation,Function,0,0x16d39340,1080,"ObjectFreezeJS native v8natives.js:925:24",0x721b224,~
code-creation,Function,0,0x16d39780,368,"ObjectPreventExtension native v8natives.js:950:32",0x721b2dc,~
code-creation,Function,0,0x16d39900,708,"ObjectIsSealed native v8natives.js:960:24",0x721b3ac,~
code-creation,Function,0,0x16d39be0,832,"ObjectIsFrozen native v8natives.js:980:24",0x721b484,~
code-creation,Function,0,0x16d39f20,332,"ObjectIsExtensible native v8natives.js:999:28",0x721b538,~
code-creation,Function,0,0x16d3a080,176,"ObjectIs native v8natives.js:1008:18",0x721b5e0,~
code-creation,Function,0,0x16d3a140,188,"ObjectGetProto native v8natives.js:1011:24",0x721b680,~
code-creation,Function,0,0x16d3a200,424,"ObjectSetProto native v8natives.js:1014:24",0x721b734,~
code-creation,Function,0,0x16d3a3c0,376,"ObjectConstructor native v8natives.js:1020:27",0x721b7dc,~
code-creation,Stub,8,0x16d3a540,404,"CallICStub(args(20), FUNCTION, "
code-creation,Stub,8,0x16d3a6e0,404,"CallICStub(args(30), FUNCTION, "
code-creation,Function,0,0x16d3a880,1048,"SetUpObject native v8natives.js:1029:21",0x721b88c,~
code-creation,Function,0,0x16d3aca0,324,"BooleanConstructor native v8natives.js:1067:28",0x721b934,~
code-creation,Function,0,0x16d3ae00,428,"BooleanToString native v8natives.js:1074:25",0x721b9d8,~
code-creation,Function,0,0x16d3afc0,384,"BooleanValueOf native v8natives.js:1084:24",0x721ba78,~
code-creation,Function,0,0x16d3b140,464,"SetUpBoolean native v8natives.js:1090:22",0x721bb20,~
code-creation,Function,0,0x16d3b320,360,"NumberConstructor native v8natives.js:1101:27",0x721bbc8,~
code-creation,Function,0,0x16d3b4a0,744,"NumberToString native v8natives.js:1109:24",0x721bc78,~
code-creation,Function,0,0x16d3b7a0,232,"NumberToLocaleString native v8natives.js:1126:30",0x721bd00,~
code-creation,Function,0,0x16d3b8a0,380,"NumberValueOf native v8natives.js:1129:23",0x721bda0,~
code-creation,Function,0,0x16d3ba20,908,"NumberToFixedJS native v8natives.js:1135:25",0x721be64,~
code-creation,Function,0,0x16d3bdc0,996,"NumberToExponentialJS native v8natives.js:1153:31",0x721bf28,~
code-creation,Function,0,0x16d3c1c0,1012,"NumberToPrecisionJS native v8natives.js:1173:29",0x721bff0,~
code-creation,Function,0,0x16d3c5c0,420,"NumberIsFinite native v8natives.js:1192:24",0x721c07c,~
code-creation,Function,0,0x16d3c780,320,"NumberIsInteger native v8natives.js:1195:25",0x721c124,~
code-creation,Function,0,0x16d3c8c0,304,"NumberIsNaN native v8natives.js:1198:21",0x721c1b0,~
code-creation,Function,0,0x16d3ca00,428,"NumberIsSafeInteger native v8natives.js:1201:29",0x721c260,~
code-creation,Stub,2,0x16d3cbc0,525,"MathPowStub"
code-creation,Stub,8,0x16d3cde0,404,"CallICStub(args(16), FUNCTION, "
code-creation,Stub,8,0x16d3cf80,404,"CallICStub(args(12), FUNCTION, "
code-creation,Function,0,0x16d3d120,1020,"SetUpNumber native v8natives.js:1209:21",0x721c318,~
code-creation,Function,0,0x16d3d520,856,"FunctionSourceString native v8natives.js:1243:30",0x721c3d0,~
code-creation,Function,0,0x16d3d880,172,"FunctionToString native v8natives.js:1275:26",0x721c470,~
code-creation,Stub,2,0x16d3d940,205,"FastNewContextStub"
code-creation,Stub,2,0x16d3da20,234,"ArgumentsAccessStub_NewStrict"
code-creation,Function,0,0x16d3db20,1084,"b native v8natives.js:1282:15",0x721c544,~
code-creation,Stub,2,0x16d3df60,1789,"RecordWriteStub"
code-creation,Stub,2,0x16d3e660,482,"FastNewClosureStub"
code-creation,Stub,2,0x16d3e860,1453,"RecordWriteStub"
code-creation,Function,0,0x16d3ee20,688,"FunctionBind native v8natives.js:1278:22",0x721c61c,~
code-creation,Function,0,0x16d3f0e0,1200,"NewFunctionFromString native v8natives.js:1318:31",0x721c704,~
